Name	Set	ImageFile	Rarity	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
TEMPORAL NARCOSIS	AU	temporalnarcosis	U	U	INTERRUPT									[AU]						Plays when opponent is using Horga'hn, Revolving Door, Emergency Transporter Armbands or Energy Vortex. Your next turn take a double turn.
TEMPORAL RIFT	Premiere	temporalrift	U	U	INTERRUPT															Plays on any ship. Ship disappears and must reappear here after two of your full turns. Discard interrupt after reappearance.
TEMPORAL SHIFTING	Ent	temporalshifting	P	43 P	EVENT									[AU][P]						Plays on a player. That player must choose to either discard three cards from hand or discard one [AU] card. If that player discards a [AU] card, he/she may draw up to four cards. Discard event.
TEMPORAL VORTEX	FC	temporalvortex	U	U	DOORWAY									[AU][3][Ref][FC]						Plays on a time location. While in play, any ships may time travel between here and corresponding spaceline location. OR Suspends play while you place doorway on Borg Ship dilemma or The Sheliak. While in play, dilemma disappears. OR Plays on table. While in play, nullifies Distortion of Space/Time Continuum. OR Relocations one of your ships at a time location to spaceline location of opponent's choice.
TEMPORAL WAKE	FC	temporalwake	R	R	INTERRUPT									[FC]						Plays if any ship or Away Team just time traveled. One other ship or Away Team present (your choice) must follow. OR Nullifies Anti-Time Anomaly.
Terix	QC	terix	R	R	SHIP	ROMULAN	D'DERIDEX	9	7	9					(CMD)(STF)(STF)			Sirol		Cloaking Device, Tractor Beam
Terok Nor	DS9	teroknor	R	R	FACILITY	CARDASSIAN	STATION		6	34				[DS9]						Seeds at a Bajor Region location. If commandeered by any personnel who is Bajoran or Federation affiliation, flip card over. (Not duplicatable.)
Terraforming Station	QC	terraformingstation	R	R	FACILITY	NEUTRAL	STATION			16										Seed one at any planet mission. If still in play at end of game, redefine that mission's requirements for next game with same opponent.
Terran Rebellion HQ	MM	terranrebellionhq	R+	29 R+	FACILITY	FEDERATION	HEADQUARTERS			54				[TE][MM](MQ)						Seeds or plays on Terran Hideout; it is now the homeworld of [Fed][TE] cards. Once per turn, one [TE] personnel (except [AU]) OR one HQ card may play for free here. (Not duplicatable.)
Tersa	Voy	tersa	U	158 U	PERSONNEL	KAZON	OFFICER	5	5	7				(STF)[Voy][DQ]					The Kazon Collective (Pommar)	OFFICER * Anthropology  * Diplomacy  * Treachery  * Exobiology
TEST MISSION	Premiere	testmission	C	C	MISSION	Space,[FEDERATION][KLINGON]					25	Praxillus System	3	(AQ)						Physics + INTEGRITY>28
TEST MISSION II	EP	testmission2front	P	21 P	MISSION	Space,[FEDERATION][KLINGON]	OUTPOST			30	20	Praxillus System	3	[P](AQ)						Physics + INTEGRITY>28 --- If destroyed, flip mission over (add token). --- Back: If your Federation ENGINEER is here, in place of your normal card play you may flip mission over (or remove token); draw no cards that turn.
TEST MISSION II*	EP	testmission2back	P	21 P	MISSION	Space,[FEDERATION][KLINGON]	OUTPOST			30	20	Praxillus System	3	[P](AQ)						Physics + INTEGRITY>28 --- If destroyed, flip mission over (add token). --- Back: If your Federation ENGINEER is here, in place of your normal card play you may flip mission over (or remove token); draw no cards that turn.
TETRYON FIELD	Premiere	tetryonfield	C	C	EVENT															Plays crosswise on any spaceline location. All ships must stop here before proceeding on next turn, unless Navigation aboard.
T'Greth	Borg	tgreth	U	100 U	PERSONNEL	KLINGON	OFFICER	5	7	7				(CMD)[Borg][DQ]						OFFICER * Leadership  * Geology  * Navigation  * ENGINEER
Tharket	BOG	tharket	U	U	PERSONNEL	ROMULAN	SECURITY	3	7	6				(STF)[BOG]						SECURITY * MEDICAL  * Treachery  \DL/ Prisoner  Escort * Once  per game, may nullify Rescue Captives here.
The Albino	BOG	thealbino	R	R	PERSONNEL	NON-ALIGNED	CIVILIAN	1	9	7				(CMD)[Nem,L,Red][BOG]					War Council	CIVILIAN * Greed  * Treachery  * Leadership  * MEDICAL  * Exobiology  x2
THE ART OF DIPLOMACY	MM	theartofdiplomacy	R	37 R	INCIDENT									[Hidden][MM]						Seeds or plays on table. Your [MQ], [Maq], Resistance, and Orion Syndicate personnel who are using a hand weapon may use 2 Treachery as if it were 1 Diplomacy (ignoring reductions from rifles) and, once each turn, may place incident out-of-play to kill one other personnel present. Once per game, you may discard incident to download one hand weapon to one of your personnel who has 2 Treachery.
The Artificial Intelligence	Borg	theartificialintelligence	U	116 U	PERSONNEL	NON-ALIGNED	SCIENCE	6	15	TH				[Borg][DQ]						SCIENCE * SCIENCE  * Biology  * Stellar  Cartography * Computer  Skill x2
THE BIG PICTURE	BOG	thebigpicture	U	U	EVENT									[Ref][BOG]						Plays on table. Each player who has not solved (or scouted) at least 2 missions with point boxes (one [S] and one [P]) needs an additional 40 points to win. (May not be nullified.)
THE BIG PICTURE *VOY	Voy	thebigpicturevoy	U	52 U	EVENT									[Ref][BOG]						Plays on table. Each player who has not solved (or scouted) at least two missions with point boxes (one [S] and one [P]) needs an additional 40 points to win. (May not be nullified.)
The Centurion	TWT	thecenturion	R+	97 R+	PERSONNEL	ROMULAN	SCIENCE	7	8	5				(CMD)[AU][TWT]/OS\						SCIENCE * Exobiology  * Stellar  Cartography * Honor * Other  Romulans at this location are attributes all +1.
THE CHARYBDIS	AU	thecharybdis	U	U	EVENT															Plays on table. Artifacts at completed missions cannot be acquired until Archaeology present. (If Charybdis destroyed, anyone present may acquire artifact.)
THE CITY OF B'HALA	HA	thecityofbhala	R	1 R	ARTIFACT									[HA]						May seed only at Bajor. Use as Equipment card. If present where attempting a [Baj] mission, encounter seed cards in reverse order. (Immune to Disruptor Overload.)
THE CLOUD	Voy	thecloud	R	25 R	DILEMMA	Space								Voy						Unless 2 MEDICAL, 2 ENGINEER, and 2 Astrophysics present, ship is damaged and "stopped" until end of your next turn. Discard dilemma.
THE CLOWN: BENEATH THE MASK	Borg	theclownbeneaththemask	U	7 U	DILEMMA	Space/Planet								Borg						To get past, one personnel must have total attributes>23.
THE CLOWN: GUILLOTINE	HA	theclownguillotine	U	10 U	DILEMMA	Space/Planet								HA						Unless 2 Diplomacy present, kills one personnel (random selection) and "stops" each personnel whose total attributes are lower than killed personnel until end of your next turn.
THE CLOWN: MY FESTIVAL	Borg	theclownmyfestival	R	8 R	DILEMMA	Space/Planet								Borg						To get past, crew or Away Team must have no fewer personnel than lowest INTEGRITY present and no more personnel than highest INTEGRITY present.
THE CLOWN: PLAYING DOCTOR	HA	theclownplayingdoctor	R	11 R	DILEMMA	Space/Planet								HA						One personnel (random selection) and all others present who have the same first-listed skill are killed (only "stopped" if a [Holo] personnel present).
THE DEVIL	Premiere	thedevil	R	R	INTERRUPT															Destroys any one Treaty card on table OR one Horga'hn on table OR one Wind Dancer.
THE DISCOVERY OF SHA KA REE	TMP	thediscoveryofshakaree	C	31 C	MISSION	Planet,Any Away Team may attempt mission.					10X	The Great Barrier	6	[TMP](AQ)						Sybok    X=number of personnel present with Sybok in lore.
The Doctor	Voy	thedoctor	R	134 R	PERSONNEL	FEDERATION	MEDICAL	7	8	5				[Holo][Voy][DQ]			The Doctor			MEDICAL * Exobiology  x2 * Biology  x2 * MEDICAL  * Music  * Computer  Skill \DL/ Mobile  Holo-Emitter (ignoring [AU]).
The E.C.H.	HA	theech	R	73 R	PERSONNEL	FEDERATION	OFFICER	7	9	5				(CMD)[Holo][HA][DQ]			The Doctor	U.S.S. Voyager		OFFICER * Computer  Skill * Navigation  * Physics  * MEDICAL \DL/ Any  Maneuver card
THE EARRING OF LI NALAS	Dom	theearringoflinalas	R	R	ARTIFACT									[Dom]						Use as Equipment card. Once in play, if Li Nalas then earned from Rescue Prisoners, doubles its point box. Also, Resistance personnel are attributes all +3. (Not duplicatable.)
The Emissary	AT	theemissary	P	P	PERSONNEL	BAJORAN/FEDERATION	V.I.P.	7	8	6				(CMD)[Orb][P]			Benjamin Sisko			V.I.P. * All  other Bajorans in play are INTEGRITY +2. * Your  Bajorans may report for duty where present. * Diplomacy  \DL/ Bajoran  Wormhole
THE EMPEROR'S NEW CLOAK	MM	theemperorsnewcloak	U	48 U	OBJECTIVE						10			[Hidden][MM]						Seeds or plays on table. Your Treachery personnel may steal unattended Equipment cards present and, if aboard an opponent's ship that has Cloaking Device, may place objective on ship: it may not be cloaked; steal a Cloaking Device Equipment card aboard or download your own aboard. (If you bring Device aboard any Enterprise or same ship as Regent Worf, discard objective and score points.)
THE FERENGI RULES OF ACQUISITION	ROA	theferengirulesofacquisitio	U	U	EQUIPMENT									[ROA]						Once each turn, you may place a [Rule] card beneath draw deck from hand to draw a card (if your Ferengi is present) or to download a [Rule] card to hand (if your Nagus is present).
THE GATHERERS	AU	thegatherers	C	C	DILEMMA	Planet														Unless Marouk OR INTEGRITY>36 present, discard all Equipment and Artifacts in Away Team, plus one card (random selection) from your hand. Discard Dilemma.
THE GENESIS DEVICE	TMP	thegenesisdevice	R	1 R	ARTIFACT									[TMP]						Use as Equipment card. (Unique.) If not playing [Fed], may place atop planet mission here during your turn. Choose at start of your next turn: mission worth double OR zero points.
THE GIFT	Voy	thegift	U	75 U	INTERRUPT									[Voy]						If you have Kes aboard your ship at a spaceline location, place her out-of-play and relocate that ship to another spaceline location in same quadrant. Ship is "stopped."
The Great Hall	Dom	thegreathall	R	R	FACILITY	KLINGON	HEADQUARTERS			44				[Dom]						Seeds or plays on Qo'noS. Once per turn, one Klingon Emperor, Chancellor or personnel with "High Council" in lore OR one HQ card may play for free here. (Not duplicatable.)
The Great Link	Dom	thegreatlink	R	R	FACILITY	DOMINION	HEADQUARTERS			46				[Dom][GQ]						Seeds or plays on Founders' homeworld. Ketracel-White on planet does not count down. Once per turn, one Founder OR one HQ card may play for free here. (Not duplicatable.)
THE GUARDIAN	BOG	theguardian	U	U	INTERRUPT									[2][BOG]						Suspends play while you place interrupt on your shape-shifter. It morphs (STRENGTH +6; exposed if infiltrating). Discard interrupt if shape-shifter morphs again.
THE GUARDIAN OF FOREVER	MM	theguardianofforever	R	14 R	DOORWAY									[MM]						Plays on planet Gateway (limit one). Once per turn, one or more personnel present may time travel to a time location in this quadrant, or may return here from there (with any of owner's other personnel present). OR Plays once each turn to nullify any card that is closing Guardian, or to draw up to four cards if your Archaeology or Anthropology personnel just time traveled back to Guardian; place doorway out-of-play.
THE HIGHER ... THE FEWER	AU	thehigherthefewer	U	U	DILEMMA	Space/Planet					X									Subtract X from your total score, where X=the number of personnel in this crew or Away Team.
THE HIGHER ... THE Q-ER	QC	thehighertheqer	C	C	Q INTERRUPT															Unless CIVILIAN present, crew or Away Team must experience Q additional [Borg-Only] icon cards, where Q = number of personnel present with a (CMD) icon.
The Intendant	MM	theintendant	R+	56 R+	PERSONNEL	BAJORAN	V.I.P.	2	8	7				(CMD)[KCA][MM][MQ]			(Kira Nerys)			V.I.P. * Leadership  * Navigation  * Exobiology  * May  replace anyone present who was just targeted by any gender-related dilemma. * Treachery  x2
THE ISSUE IS PATRIOTISM	QC	theissueispatriotism	U	U	Q INTERRUPT															You must immediately initiate a battle at one location that has opposing ships or Away Teams (if any). "Stopped" cards are "unstopped" long enough to battle. No leaders are required and no affiliation restrictions apply. (Immune to Q-Flash.)
THE JUGGLER	Premiere	thejuggler	U	U	INTERRUPT									[Ref]						Choose any player to re-shuffle the cards in their draw deck.
THE KAZON COLLECTIVE	Voy	thekazoncollective	C	64 C	INCIDENT									[Voy]						Seeds or plays on table. Your Kazon affiliation may mix with one additional affiliation (may be changed at any time), may attempt [NA] missions, and is immune to assimilation. Once each turn, if you have a Maje in play, you may report another Kazon of his sect for free. OR Plays on your Kazon Warship. Your [Kaz] Personnel and Ship cards (except other Warships) may report aboard.
THE LINE MUST BE DRAWN HERE	FC	thelinemustbedrawnhere	C	C	EVENT									[Hidden][4][FC]						Seeds or plays on table. Any player who plays Amanda Rogers, Kevin Uxbridge or Q2 loses 5 points, even if playing Borg. (Cumulative. Immune to Kevin Uxbridge.)
THE MASK OF KORGANO	AU	themaskofkorgano	C	C	EVENT															Plays on one of your personnel. While in play, changes it from normal to [AU] icon personnel, or vice-versa.
THE NAKED TRUTH	QC	thenakedtruth	U	U	Q INTERRUPT															Opponent may report for duty Mortal Q (or any other unique personnel card) from opponent's hand to your crew or Away Team. That personnel is used as your own and is "stopped." (Opponent may not report the same personnel more than once pergame in this manner.)
THE NEEDS OF THE MANY ...	TMP	theneedsofthemany	C	26 C	INTERRUPT									[TMP]						Nullifies any dilemma (or Tactic card placed as a damage marker) about to destroy your ship. Discard one of that ship's crew members (opponent's choice).
THE NEXT EMANATION	Voy	thenextemanation	C	53 C	EVENT									[Hidden][Voy]						Seeds or plays on table. Opponent's non-% personnel discarded from play are placed under here instead of in discard pile. (Immune to Kevin Uxbridge.)
THE NEXUS	TMP	thenexus	U	11 U	DOORWAY									[TMP]						Seeds like a dilemma. When encountered, place on far end of spaceline.  (Not duplicatable.) End of every turn, moves one location toward opposite end, then is placed on table. At each location, destroys all ships present; personnel aboard them (or on planet here) are placed under doorway (considered in play). At any time, any player may relocate their personnel stacked here to any planet. (Immune to Revolving Door.)
The Pendari Champion	Voy	thependarichampion	UR	173 UR	PERSONNEL	NON-ALIGNED	SECURITY	5	7	15				(CMD)[Voy][DQ]						SECURITY * Leadership  * Geology * In  battle, may pair first (and select his adversary).
THE PHAGE	Voy	thephage	C	76 C	INTERRUPT									[Voy]						Plays at start of mission attempt or personnel battle to kill any one Vidiian present. OR Kills any one of your Vidiians; place that Vidiian beneath draw deck or in hand.
THE POWER	Voy	thepower	C	77 C	INTERRUPT									[Voy]						Plays once each turn to draw a card OR draw two and discard one of them (your choice) OR draw three and discard one (opponent's choice). (May not be converted to downloads.)
The President of Earth	HA	thepresidentofearth	R	117 R	PERSONNEL	NON-ALIGNED	V.I.P.	8	7	4				(CMD)[Holo][HA][DQ]			The Doctor		War Council	V.I.P. * Leadership  * Diplomacy  x2 * MEDICAL * Personnel  present with Chaotica are attributes all -3.
THE SHELIAK	QC	thesheliak	R	R	DILEMMA	Planet														Place at far end of spaceline. End of every turn, moves toward this mission (RANGE = 6). Upon arrival, destorys any outposts, stations and Away Teams present. Mission then=0 points.
THE SWARM	Voy	theswarm	R	26 R	DILEMMA	Space								[3][Voy]						Place on ship; WEAPONS are disabled and SHIELDS -2. After start of your next turn, cure with 3 ENGINEER and Physics in crew. If countdown expires, ship destroyed.
The Think Tank's Ship	Borg	thethinktanksship	R	130 R	SHIP	NON-ALIGNED	UNKNOWN	9	6	18				[Borg][DQ]	[Think Tank personnel]			Kurros		Cloaking Device, Holodeck, Tractor Beam
THE THREE VIPERS	DS9	thethreevipers	R	R	DILEMMA	Space								DS9						Ship damaged unless ENGINEER and 2 Navigation present. Even if not damaged, crew "stopped" unless SCIENCE, OFFICER and Astrophysics present. Discard dilemma.
The Traveler	AT	thetraveler	P	P	PERSONNEL	NON-ALIGNED	V.I.P.	7	12	3				(STF)[AU][AT]					War Council	V.I.P. * If  aboard your ship with Youth, allows ship to move from one spaceline location to any other spaceline location, then "phases out" (returns to hand.)
THE TRAVELER: TRANSCENDENCE	Premiere	thetravelertranscendence	U	U	EVENT															Place beside any player's draw deck. That player must draw one extra card at the end of each turn. Also, while in play, nullifies Static Warp Bubble. (Not cumulative.)
The Trois	EP	thetrois	P	6 P	PERSONNEL	FERENGI/FEDERATION	V.I.P.+CIVILIAN	6+7	7+6	3+4				[P]			Lwaxana Troi, Deanna Troi		Tower of Commerce	Lwaxana: V.I.P. * Empathy  x2 * Diplomacy  \DL/ Wolf   Deanna: CIVILIAN * Diplomacy  * Empathy  \DL/ Plexing
The Twin Mistresses of Evil	HA	thetwinmistressesofevil	U	118 U	PERSONNEL	NON-ALIGNED	SCIENCE+SCIENCE	3+3	8+8	5+5				(STF)(STF)[HA][DQ]						Demonica: SCIENCE * Doubles  skills of any Harry Kim present. Malicia: SCIENCE * Doubles  skills of any Tom Paris present.
THE VIDIIAN SODALITY	Voy	thevidiiansodality	C	65 C	INCIDENT									[Voy]						Seeds or plays on table. Your Vidiian affiliation may mix with one additional affiliation (may be changed at any time) and may attempt [NA] missions. Once each turn, you may report either a MEDICAL-classification Vidiian or a MEDICAL-related Equipment card for free. OR Plays on your Vidiian Cruiser. Your Vidiians may report aboard.
THE WAKE OF THE BORG	BOG	thewakeoftheborg	U	U	INTERRUPT									[Ref][BOG]						Plays on opponent's Neutral Zone mission or location of opponent's Colony. End of opponent's next turn, destroys all ships, facilities and personnel there. (May not be nullified.)
